internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
179063485,Tylototriton vietnamensis,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Tylototriton,vietnamensis,,,,,"Böhme, Schöttler, Truong &amp; Köhler, 2005",This is a restricted concept of <em>Tylototriton vietnamensis&#160;</em></span>following the split of the broader concept into this and&#160;<em>Tylototriton&#160;pasmansi&#160;</em>(Bernades <em>et al. </em>2020).</span>
55042,Colostethus agilis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Colostethus,agilis,,,,,"Lynch &amp; Ruíz-Carranza, 1985",
78535878,Cophyla karenae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Cophyla,karenae,,,,,"(Rosa, Crottini, Noel, Rabibisoa, Raxworthy &amp; Andreone, 2014)",
49570575,Cophyla olgae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Cophyla,olgae,,,,,"(Rakotoarison, Glaw, Vieites, Raminosoa &amp; Vences, 2012)",
57963,Cophyla tsaratananaensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Cophyla,tsaratananaensis,,,,,"(Guibé, 1974)",
58484,Cornufer vitiensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CERATOBATRACHIDAE,Cornufer,vitiensis,,,,,"(Girard, 1853)",
56442,Craugastor aurilegulus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,aurilegulus,,,,,"(Savage, McCranie &amp; Wilson, 1988)","This species was previously included in the genus <em>Eleutherodactylus</em> (Crawford and Smith 2005). This is some doubt as to the taxonomic assignment of the subpopulations from Yoro and Olancho Departments, based on differences in habitat and biogeographic patterns (J. Townsend and J.M. Solís pers. comm. March 2019)."
56513,Craugastor chrysozetetes,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,chrysozetetes,,,,,"(McCranie, Savage &amp; Wilson, 1989)",This species was previously included in the genus <em>Eleutherodactylus</em> (Crawford and Smith 2005).
135965,Craugastor cyanochthebius,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,cyanochthebius,,,,,"McCranie &amp; Smith, 2006",In the <em>Craugastor alfredi</em> group. <em>Craugastor cyanochthebius</em> differs from all other species in the group by a combination of morphological characters (McCranie and Smith 2006).
56598,Craugastor fecundus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,fecundus,,,,,"(McCranie &amp; Wilson, 1997)",This species was previously included in the genus <em>Eleutherodactylus</em> (Crawford and Smith 2005).
88298694,Craugastor metriosistus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,metriosistus,,,,,"Ospina-Sarria, Angarita-Sierra, &amp; Pedroza-Banda, 2015",
78459104,Cryptobatrachus pedroruizi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HEMIPHRACTIDAE,Cryptobatrachus,pedroruizi,,,,,"Lynch, 2008","<em>Cryptobatrachus remotus</em>&#160;(Infante-Rivero <em>et al. </em>2009 ""2008""), could be a junior synonym of this species based on preliminary evidence (Castroviejo-Fisher <em>et al.</em> 2015,&#160;Meza Joya pers. comm. August 2016)."
194310,Dendrotriton chujorum,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Dendrotriton,chujorum,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010","Subpopulations that are now recognized as belonging to <span style=""font-style: italic;"">Dendrotriton chujorum</span> and <span style=""font-style: italic;"">Dendrotriton kekchiorum</span> were formerly considered as part of <span style=""font-style: italic;"">Dendrotriton rabbi</span> in the past, a species now considered to be restricted to Montañas de Cuilco (Campbell <span style=""font-style: italic;"">et al.</span> 2010)."
114139608,Gracixalus carinensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Gracixalus,carinensis,,,,,"(Boulenger, 1893)",This is a restricted concept of this species following the split of the broader concept into this and <em>Gracixalus sapaensis</em> (Matsui <em>et al.</em> 2017).
58999,Feihyla kajau,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Feihyla,kajau,,,,,"(Dring, 1984)",
55321,Gastrotheca andaquiensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HEMIPHRACTIDAE,Gastrotheca,andaquiensis,,,,,"Ruiz-Carranza &amp; Hernández-Camacho, 1976",Was previously treated under the family Hylidae (Faivovich <em>et al.</em> 2005).
55325,Gastrotheca aureomaculata,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HEMIPHRACTIDAE,Gastrotheca,aureomaculata,,,,,"Cochran &amp; Goin, 1970",This genus has been moved from the family Hylidae (Faivovich <em>et al.</em> 2005).
55328,Gastrotheca chrysosticta,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HEMIPHRACTIDAE,Gastrotheca,chrysosticta,,,,,"Laurent, 1976",
78500935,Gastrotheca dysprosita,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HEMIPHRACTIDAE,Gastrotheca,dysprosita,,,,,"Duellman, 2013",
78500943,Gastrotheca pachachacae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HEMIPHRACTIDAE,Gastrotheca,pachachacae,,,,,"Catenazzi &amp; von May, 2011",
49565720,Gephyromantis tahotra,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,tahotra,,,,,"Glaw, Köhler &amp; Vences, 2011",This species belong to the <em>Gephyromantis asper</em> group and was previously confused with <em>Gephyromantis ambohitra </em>(Frost 2015).
88219153,Guibemantis diphonus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Guibemantis,diphonus,,,,,"Vences, Jovanovic, Safarek, Glaw, &amp; Köhler, 2015",
66390706,Guibemantis tasifotsy,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Guibemantis,tasifotsy,,,,,"Lehtinen, Glaw, Andreone, Pabijan &amp; Vences, 2012",
78965851,Hyloscirtus criptico,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,criptico,,,,,"Coloma, Carvajal-Endara, Dueñas, Paredes-Recalde, Morales-Mite, Almeida-Reinoso, Tapia, Hutter, Toral-Contreras &amp; Guayasamin, 2012",This is a split from the broader concept of <em>Hyloscirtus larinopygion</em> (Coloma<em> et al.</em> 2012).
56123,Hyperolius chlorosteus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,chlorosteus,,,,,"(Boulenger, 1915)",
59627,Ichthyophis monochrous,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis,monochrous,,,,,"(Bleeker, 1858)","The taxonomic distinctiveness of this species needs confirmation. Historically, all unstriped <em>Ichthyophis</em> from Southeast Asia were assigned to this species (Taylor 1968)."
54741,Ingerophrynus quadriporcatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ingerophrynus,quadriporcatus,,,,,"(Boulenger, 1887)","Records of <em>Ingerophrynus biporcatus</em> from mainland Southeast Asia probably refer to this species, and are treated as such here."
79076151,Kalophrynus barioensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Kalophrynus,barioensis,,,,,"Matsui &amp; Nishikawa, 2011",
57835,Kalophrynus eok,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Kalophrynus,eok,,,,,"Das &amp; Haas, 2003",
57838,Kalophrynus intermedius,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Kalophrynus,intermedius,,,,,"Inger, 1966",
57847,Kalophrynus subterrestris,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Kalophrynus,subterrestris,,,,,"Inger, 1966",
73727026,Kaloula latidisca,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Kaloula,latidisca,,,,,"Chan, Grismer &amp; Brown, 2014",This is a split from the broader concept of <em>K. baleata</em> (Chan <em>et al</em>. 2014).
57856,Kaloula rigida,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Kaloula,rigida,,,,,"Taylor, 1922",This is a species complex which may comprise at least two distinct evolutionary lineages (Philippines Red List Assessment Workshop May 2017).
56225,Kassina arboricola,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Kassina,arboricola,,,,,"Perret, 1985",We follow Perret (1985) and Rödel <em>et al.</em> (2002) in considering this to be a species distinct from <em>Kassina cochranae</em>.
135862,Kassina decorata,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Kassina,decorata,,,,,"(Angel, 1940)","According to Amiet (2007), this species was removed from the synonymy of <em>Kassina maculosa</em>."
57542,Leptobrachella baluensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,baluensis,,,,,"Smith, 1931",
79076602,Leptobrachella dringi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,dringi,,,,,"(Dubois, 1987)","This is a restricted concept of <em>Leptobrachella dringi</em> following the split of the broader concept into this, <em>L. fritinniens</em>&#160;(Dehling and Matsui 2013)&#160;and <em>L.&#160;</em><em>sabahmontana</em><em>&#160;</em>(<em>Leptolalax sabahmontanus</em> - Matsui&#160;<em>et al</em>.&#160;2014).<br/><br/>This species was moved from <em>Leptolalax </em>to<em> Leptobrachella</em> (Chen <em>et al</em>. 2018)."
79076955,Leptobrachella gracilis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,gracilis,,,,,"(Günther, 1872)",This is a restricted concept of this species following the split of the broader concept into this and <em>L. platycephala</em> (as <em>Leptolalax platycephalus</em> - Dehling 2012).<br/><br/>This species was moved from <em>Leptolalax </em>to<em> Leptobrachella</em> (Chen <em>et al</em>. 2018).
88322364,Leptobrachella hamidi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,hamidi,,,,,"(Matsui, 1997)",This is a restricted concept of <em>Leptobrachella hamidi</em>&#160;(formerly <em>Leptolalax</em>) following the split of the broader concept into this and <em>L. marmoratus </em>(Matsui <em>et al</em>. 2014).
48101708,Leptobrachella melica,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,melica,,,,,"(Rowley, Stuart, Thy &amp; Emmett, 2010)",
89183610,Leptobrachella mjobergi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,mjobergi,,,,,"Smith, 1925",This is a restricted concept following the recognition of <em>Leptobrachella juliandringi</em> as a separate species (Eto <em>et al.</em> 2015).
79076469,Leptobrachella sabahmontana,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,sabahmontana,,,,,"(Matsui, Nishikawa &amp; Yambun, 2014)",This is a split from the broader concept of <em>Leptolalax dringi</em> (Matsui<em> et al.</em> 2014).&#160;This species was moved from <em>Leptolalax </em>to<em> Leptobrachella</em> (Chen <em>et al</em>. 2018).
57548,Leptobrachella serasanae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,serasanae,,,,,"Dring, 1984","Taxonomic work is required to verify whether both subpopulations belong to this species, or whether they belong to two different species (I. Das and Y.M. Pui pers. comm. March 2018)."
57553,Leptobrachium hainanense,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachium,hainanense,,,,,"Ye &amp; Fei, 1993",
79076234,Leptobrachium kantonishikawai,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachium,kantonishikawai,,,,,"Hamidy &amp; Matsui, 2014",This is a split from the broader concept of <em>Leptobrachium abbotti</em> (Hamidy&#160;and Matsui&#160;2014).
46255743,Leptobrachium leucops,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachium,leucops,,,,,"Stuart, Rowley, Tran, Le &amp; Hoang, 2011",
46256013,Leptobrachium lumadorum,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachium,lumadorum,,,,,"Brown, Siler, Diesmos &amp; Alcala, 2010",
46256092,Leptobrachium mangyanorum,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachium,mangyanorum,,,,,"Brown, Siler, Diesmos &amp; Alcala, 2010",
47151415,Leptobrachium tagbanorum,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachium,tagbanorum,,,,,"Brown, Siler, Diesmos &amp; Alcala, 2010","This species was confused with&#160;<em>Leptobrachium hasseltii</em>&#160;prior to its naming (Brown <em>et al</em>.&#160;2010 ""2009"")"
54428,Leptodactylodon bicolor,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Leptodactylodon,bicolor,,,,,"Amiet, 1971",
54430,Leptodactylodon boulengeri,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Leptodactylodon,boulengeri,,,,,"Nieden, 1910",
54431,Leptodactylodon bueanus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Leptodactylodon,bueanus,,,,,"Amiet, 1981","Following Amiet and Dowsett-Lemaire (2000), <i>Leptodactylodon bueanus</i> is here treated as a separate species from <i>L. albiventris</i> (as opposed to a subspecies of <i>L. albiventris</i> following Amiet (1987))."
57153,Leptodactylus pascoensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Leptodactylus,pascoensis,,,,,"Heyer, 1994",
56259,Leptopelis jordani,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Leptopelis,jordani,,,,,"Parker, 1936","This species is not mentioned in the review of African treefrogs by Schiøtz (1999), nor in the Field Guide to the Amphibians of Central and Southern Africa by Channing (2001). It might not be a valid species (Schiøtz pers. comm.).<br/><br/>This species is only known from the original description (Parker, 1936), from a single female specimen of the escarpment forest of Kwanza Sul. It was considered as the escarpment forest representative of the widespread <em>Leptopelis aubryi</em> in the rain forest. Further research is needed to decide on the validity of this species."
58326,Limnonectes acanthi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Limnonectes,acanthi,,,,,"(Taylor, 1923)","Taxonomic studies are needed to determine the status of the various subpopulations of this species. The subpopulation on Mindoro Island is considered to be a different species to that of the other subpopulations in the Philippines, and further taxonomic work is required to verify its identity (A. Diesmos pers. comm. March 2018)."
79077060,Limnonectes larvaepartus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Limnonectes,larvaepartus,,,,,"Iskandar, Evans &amp; McGuire, 2014",
58353,Limnonectes magnus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Limnonectes,magnus,,,,,"(Stejneger, 1909)","The Sulawesi subpopulations previously referred to this species belong to another&#160;<em>Limnonectes&#160;</em>species (Setiadi <em>et al</em>. 2011,&#160;Iskandar <em>et al</em>. 2014)."
58357,Limnonectes micrixalus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Limnonectes,micrixalus,,,,,"(Taylor, 1923)",
143844904,Lithobates lenca,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Lithobates,lenca,,,,,"(Luque-Montes, Austin, Weinfurther, Wilson, Hofmann &amp; Townsend, 2018)",
61880,Liuixalus hainanus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Liuixalus,hainanus,,,,,"(Liu &amp;  Wu, 2004)",
58880,Liuixalus ocellatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Liuixalus,ocellatus,,,,,"(Liu &amp; Hu, 1973)",
136048,Mantidactylus noralottae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantidactylus,noralottae,,,,,"Mercurio &amp; Andreone, 2007",Candidate species from the subgenus <em>Brygoomantis</em> (see Vieites <em>et al.</em> 2009 and Wollenberg <em>et al.</em> 2011) are not considered in this assessment (F. Glaw pers. comm. May 2016).
57580,Megophrys ligayae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,ligayae,,,,,"(Taylor, 1920)","This species was removed from the synonymy of <em>Megophrys montana</em> by Iskandar (1998), where it had been placed by Inger (1954)."
57578,Megophrys edwardinae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,edwardinae,,,,,"Inger, 1989","This species has been moved from the genus <em>Borneophrys</em> to<em> Megophrys</em>, following the synonymy of the former genus with the latter by Chen <em>et al</em>. (2016)."
57583,Megophrys stejnegeri,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,stejnegeri,,,,,"(Taylor, 1920)","This species was removed from the synonymy of <i>Megophrys montana</i> by Iskandar (1998), where it had been placed previously by Inger (1954)."
79096095,Meristogenys amoropalamus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Meristogenys,amoropalamus,,,,,"(Matsui, 1986)",This is a restricted concept of <em>Meristogenys amoropalamus</em> following the split of the broader concept into this and <em>Meristogenys dyscritus</em> (Shimada <em>et al</em>. 2011). Shimada <em>et al</em>. (2011) provided molecular evidence for at least three cryptic species in addition to nominal <em>Meristogenys amoropalamus</em>.
57872,Metaphrynella sundana,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Metaphrynella,sundana,,,,,"(Peters, 1867)","<span lang=""EN-GB"">This genus is thought to be in the same clade as <em>Phrynella</em> and further investigation into this matter should be undertaken (D. Iskandar pers. comm. May 2017)."
57885,Microhyla mixtura,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Microhyla,mixtura,,,,,"Liu &amp; Hu, 1966",
57894,Microhyla superciliaris,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Microhyla,superciliaris,,,,,"Parker, 1928","This species might be synonymous with <i>Microhyla palmipes</i> (see Berry 1975). However, Iskandar (pers. comm.) considers that it is a separate species."
172960203,Bufotes sitibundus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufotes,sitibundus,,,,,"(Pallas, 1771)","This is a split from the broader concept of <em>Bufotes variabilis</em>, with the latter now synonymised with<em> B. viridis</em>&#160;(Dufresnes <em>et al</em>. 2019). While currently recognized as a distinct species, there is still ongoing discussion whether it may be a subspecies of <em>Bufotes viridis</em> (Speybroeck <em>et al.</em> 2020)."
54616,Nannophryne corynetes,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Nannophryne,corynetes,,,,,"(Duellman and Ochoa, 1991)",
54718,Bufotes oblongus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufotes,oblongus,,,,,"(Nikolskii, 1896)","According to Stöck <em>et al.</em> (2001) this is a member of the <em>Pseudepidalea viridis</em> subgroup. The <em>Bufo viridis</em> group is now treated under <em>Bufotes</em>. It is partly in sympatry with <em>Bufotes turanensis</em>, which is sometimes confused with the species."
79077589,Lissotriton kosswigi,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,kosswigi,,,,,"(Freytag, 1955)",Elevated from subspecies level of <em>Lissotriton vulgaris</em> by Dubois and Raffaëlli (2009).
113770157,Nothophryne broadleyi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Nothophryne,broadleyi,,,,,"Poynton, 1963","This is a restricted concept of this species following the split of the broader concept into this,&#160;<em>Nothophryne baylissi</em>,<em> </em>and<em> N. ribauensis </em>(Conradie <em>et al. </em>2018)."
51061032,Nototriton tomamorum,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nototriton,tomamorum,,,,,"Townsend, Butler, Wilson &amp; Austin, 2010",
26156,Nyctixalus spinosus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Nyctixalus,spinosus,,,,,"(Taylor, 1920)",Sivongxay<em> et al</em>. (2016) maintain this species as <em>Nyctixalus&#160;spinosus.</em>
54966,Nymphargus ignotus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,ignotus,,,,,"(Lynch, 1990)",It is considered as a species complex (W. Bolívar pers comm. 2016).
88380390,Nymphargus mariae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,mariae,,,,,"(Duellman &amp; Toft, 1979)",<em>Nymphargus puyoensis</em> has been synonymized under this species by Cisneros-Heredia and Guayasamin (2014).
58406,Occidozyga baluensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Occidozyga,baluensis,,,,,"(Boulenger, 1896)",A taxonomic review of the specimens assigned to this taxon (especially those of Sumatran origin) is recommended.
41225,Occidozyga diminutiva,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Occidozyga,diminutiva,,,,,"(Taylor, 1922)",
58414,Occidozyga semipalmata,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Occidozyga,semipalmata,,,,,"Smith, 1927","A recent expedition to the eastern peninsula of Sulawesi recorded a species that is presumably closely related to <em>Occidozyga semipalmata</em>, however due to issues regarding its generic position, it remains undescribed (Iskandar <em>et al. 2</em>011)."
1093,Ambystoma lermaense,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,lermaense,,,,,"(Taylor, 1940)",Additional work differentiating this species from nearby populations of <em>Ambystoma velasci</em> is needed (Shaffer and McKnight 1996).
59070,Ambystoma taylori,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,taylori,,,,,"Brandon, Maruska &amp; Rumph, 1982","Based on both allozymes and mtDNA, this is a very distinctive salamander (H.B. Shaffer pers. comm.). The <em>Ambystoma</em> salamanders occurring in other natural lakes around Alchichica are not closely related to this species."
59051,Ambystoma andersoni,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,andersoni,,,,,"Krebs &amp; Brandon, 1984","Based on both allozymes and mtDNA, this is one of the more differentiated of the Mexican <em>Ambystoma</em> species; morphologically, it has evolved a superficially similar body plan to the distantly related <em>A. dumerilii</em> from Lago Pátzcuaro (H.B. Shaffer pers. comm.)."
54605,Incilius cavifrons,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Incilius,cavifrons,,,,,"(Firschein, 1950)",
59228,Chiropterotriton mosaueri,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Chiropterotriton,mosaueri,,,,,"(Woodall, 1941)",
59287,Ixalotriton niger,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Ixalotriton,niger,,,,,"Wake &amp; Johnson, 1989",
59366,Pseudoeurycea altamontana,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Pseudoeurycea,altamontana,,,,,"(Taylor, 1939)",
59370,Pseudoeurycea aurantia,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Pseudoeurycea,aurantia,,,,,"Canseco-Máquez &amp; Parra-Olea, 2003",
59290,Pseudoeurycea orchimelas,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Pseudoeurycea,orchimelas,,,,,"(Brodie, Mendelson &amp; Campbell, 2002)","There is a question as to whether both <em>Pseudoeurycea orchileucos</em> and <em>Pseudoeurycea orchimelas</em> are distinct, valid species."
61910,Pseudoeurycea papenfussi,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Pseudoeurycea,papenfussi,,,,,"Parra-Olea, García-París, Hanken &amp; Wake, 2005",Specimens of this species have been included in <em>Pseudoeurycea smithi</em> by some previous authors (Parra-Olea <em>et al.</em> 2005).
149335691,Oedipina gephyra,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,gephyra,,,,,"McCranie, Wilson &amp; Williams, 1993",
51146806,Oedipina petiola,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,petiola,,,,,"McCranie &amp; Townsend, 2011","The sister taxon of, and     previously confused with, <em>Oedipina gephrya </em>according to     the original publication (Frost 2013)."
87763480,Oreobates amarakaeri,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Oreobates,amarakaeri,,,,,"Padial, Chaparro, Castroviejo-Fisher, Guayasamin, Lehr, Delgado, Vaira, Teixeira, Aguayo-Vedia &amp; De la Riva, 2012",
57903,Oreophryne anulata,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Oreophryne,anulata,,,,,"(Stejneger, 1908)",
26210,Aphantophryne nana,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Aphantophryne,nana,,,,,"(Brown &amp; Alcala, 1967)",We acknowledge the discussion in Sanguila<em>&#160;et al.</em>&#160;(2016) regarding the morphological variation in <em>Oreophryne </em>species and maintain the restricted range of this species on the island of Camiguin (Philippines Red List Assessment Workshop May 2017).
134122323,Pelophryne brevipes,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Pelophryne,brevipes,,,,,"(Peters, 1867)","This is the revised taxonomic concept for this species. Records from Peninsular Malaysia are now thought to belong to either <em>Pelophryne signata</em> or an undescribed new species (Chan&#160;<em>et al</em>. 2010, Chan&#160;<em>et al</em>. unpubl. data)."
159223,Pelophryne linanitensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Pelophryne,linanitensis,,,,,"Das, 2008",
159222,Pelophryne murudensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Pelophryne,murudensis,,,,,"Das, 2008",
42862554,Pelophryne saravacensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Pelophryne,saravacensis,,,,,"Inger &amp; Stuebing, 2009",
58884,Philautus pallidipes,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Philautus,pallidipes,,,,,"(Barbour, 1908)","From genetic analysis, both this species and <em>Philautus vittiger</em> may belong to another genus (D. T. Iskandar and A. Hamidy pers. comm. Indonesian Red List Assessment Workshop May 2017). However further taxonomic research is required to verify this. Due to morphological similarities, there is also some confusion over identifying this species and <em>P. vittiger</em> in the field and there is uncertainty that these two species are distinct (A. Hamidy pers. comm. Indonesia Red List Assessment Workshop May 2017)."
